__id	__seed	記録の扱い	タイトル	種類	領域	一言要約	タグ	頻度	最終実施日	何をしたか	いつ・どこで	自分の役割	関係者	結果・変化	証拠・具体例	紐づくID	期限	裁量	関係者の広さ	不確実性	条件タグ	好き度	消耗度	扱える範囲	数字・データ	言葉・文脈	人・利害	現場運用	制作・表現	技術・仕組み	振り返りメモ	反証・うまくいかなかった条件	次に試すこと・代替策	面接での利用	一言で言うと	再現できる条件	他社でも通じる言い換え	応募先・用途タグ
sample-dev-safe-data-change	dev-safe-data-change	事実	変更前に、データの差分と戻し方を用意する	能力・知識	私生活	更新の便利さより、誤操作で壊れない設計を優先する。	データ設計 | TSV | バックアップ | 個人開発	繰り返し		selfanalysisのTSV取り込みで、追加・部分更新・全件復元・全置換を分け、反映前差分、自動バックアップ、Undoを設計した。	selfanalysisの設計・実装	要件設計・検証	自分	便利な一括取り込みが、記録の消失につながらない仕様を考えた。	TSV入出力仕様、操作履歴、__CLEAR__ルール			高い	自分中心	前例なし	既存データあり | 一括更新 | 元に戻す必要あり	4	2	3	3	0	0	3	0	3	“操作できる”より“失敗しても戻れる”の方が、日常的な利用には重要。	安全策を増やしすぎると、通常操作が重くなる。	破壊的操作だけ確認を厚くし、日常操作は短く保つ。	候補	データを便利に扱いつつ、壊しても戻れる設計にする。	データ更新や運用設計があるプロダクト	データUX・リスク設計	Product | UX | Operations
sample-work-keep-small-log	work-keep-small-log	事実	仕事ログを、連絡手段と作業種類に分けて残す	習慣	仕事	電話・メール・会話・個人作業まで、後から振り返れる粒度で記録する。	ログ | 振り返り | 仕事術 | ナレッジ	継続中		日々の仕事を、広報、制作、企画、調整、開発などの作業種類と、LINE、電話、会話、メール、個人作業などの接点に分けて残す。	日常業務の振り返り	個人記録	自分	忙しい時期でも、何に時間を使い、何が積み上がったかを後から回収しやすくした。	仕事ログ、会話・作業メモ			高い	自分中心	定型	作業が多い | 中断が多い | 振り返りが必要	4	1	4	1	2	0	2	0	0	大きな成果だけでなく、連絡や確認の積み重ねを残すと、仕事の実像が見える。	細かく残しすぎると、ログそのものが仕事になる。	後で使う可能性がある記録にだけ短いタグを付ける。	候補	日々の細かい仕事を、後で回収できる形で残す。	複数案件を並行する働き方	ワークログ・ナレッジマネジメント	Operations | PM
sample-work-argue-against-own-plan	work-argue-against-own-plan	事実	あえて反対意見から、企画や仕様の弱点を探す	習慣	仕事	賛成理由だけで進めず、失敗・誤解・運用負荷の側から見直す。	批評 | 企画 | 仕様 | リスク	繰り返し		自己分析ツールの設計や企画の検討で、悪魔の代弁者として哲学・心理・教育・UXの観点から弱点を出し、設計を練り直す。	企画・個人開発・キャリア整理の検討	企画者・レビュー担当	自分、関係者	“よさそう”で終わらず、誤解、評価の歪み、運用事故の可能性まで確認できる。	selfanalysis再設計、企画・文章への批評依頼			高い	自分中心	前例なし	正解が一つでない | 後戻りコストが高い | 運用が続く	5	2	4	1	3	1	2	2	0	反対意見は案を止めるためでなく、採用する条件を明確にするために使う。	批評を増やしすぎると、決めること自体を先延ばしにしやすい。	批評の最後に「それでも進めるなら何を守るか」を一文で置く。	候補	自分の案に反対する視点を置き、実行に耐える形へ磨く。	企画・プロダクト・運用の設計段階	クリティカルシンキング・リスクレビュー	Strategy | PM | Product
sample-life-listen-for-next-conversation	life-listen-for-next-conversation	自己観察	相手の話の細部を振り返り、次回の会話の入口にする	習慣	人間関係	会話の直後に、自分の印象だけでなく相手が話した事実や関心を振り返る。	傾聴 | 対人 | 振り返り | 関係構築	ときどき		人と会った後に、相手の仕事、趣味、予定、言葉の使い方など、次に自然に話せる入口をメモや記憶で振り返る。	友人・知人との会話	個人の対人コミュニケーション	友人・知人	自分が話せたかだけでなく、相手への理解を更新しようとする。	会話後の振り返りメモ			高い	少人数	例外あり	一対一の会話 | 次回も関係が続く | 相手の話を聞く余裕	4	2	3	0	2	3	0	0	0	会話を“自分がどう見られたか”だけで終わらせないと、次回の関係が少し自然になる。	細部を記憶しようとしすぎると、会話中の自然さが落ちる。	次回は一つだけ、前回相手が話したことに触れてみる。	まだ使わない	相手の話を、次の関係づくりに持ち帰る。	継続的に関わる相手との対話	アクティブリスニング・関係構築	
sample-career-interview-surprise-prep	career-interview-surprise-prep	自己観察	不意を突かれないよう、面接前に質問の型と答えの根拠を用意する	習慣	学習	面接を“正解当て”にせず、経験の根拠を言葉にして臨む。	面接 | 準備 | キャリア | 自己理解	ときどき		面接で問われそうな強み、実績、志望理由を、抽象語ではなく具体例と数値・制作物の根拠で準備する。	転職活動・面接準備	応募者	自分、面接官	その場の印象だけに頼らず、自分の経験から答えられる状態を目指す。	職務経歴書、面接想定問答、実績台帳の設計			高い	自分中心	例外あり	質問が予想できる | 経験の棚卸しがある | 準備時間がある	3	3	3	0	3	2	0	0	0	準備は答えを固定するためでなく、不意な問いにも経験から考えられる余白を作るため。	準備した言葉に寄りすぎると、対話としての面接が硬くなる。	想定外の質問に対しても、事実→考え→今後の順で答える練習をする。	候補	面接で、経験の根拠から考えて答えられるように準備する。	自分の実績を振り返る時間があるとき	インタビュー準備・キャリアストーリーテリング	Career
sample-observation-hypothesis-under-uncertainty	observation-hypothesis-under-uncertainty	自己観察	答えがない状況でも、目的・制約・判断期限を仮置きする	性質	仕事	唯一の正解が見えないときも、何を決めるべきかを仮に置いて動き出そうとする。	判断 | 仮説 | 不確実性 | 課題設定	繰り返し		前例が少ない案件や答えが一つに定まらない議論で、目的、制約、判断基準、期限を置き、調査・対話・試行を進める。	企画、仕様検討、キャリア整理、関係者調整	企画・判断補助	自分、関係者	“答えがない”を、何もしない理由にせず、検証可能な仮説へ変えようとする。	What Can I Do?の運用設計、selfanalysisの再設計、各種企画検討の会話		期限あり	中程度	複数部署	前例なし	正解が一つでない | 判断期限あり | 調査できる	4	3	3	1	3	2	2	0	0	仮置きは決め打ちではなく、次に確かめるための足場として使う。	仮説の精度を求めすぎると、着手が遅れる。	迷う案件では、最初に「目的・制約・期限・次の確認」を4行で書く。	候補	正解が見えなくても、判断の足場を置いて前に進める。	目的と期限を共有できる不確実な案件	仮説思考・意思決定支援	Strategy | PM | Producer
sample-observation-do-not-abandon-question	observation-do-not-abandon-question	自己観察	手段を変えても、解くべき問いから逃げない	性質	仕事	方法の変更を、目的や課題そのものの放棄にしない。	粘り強さ | 課題解決 | 目的 | 判断	繰り返し		企画や検討で、最初の案がうまくいかない場合も、方法を変えながら、最初に解くべきだった課題を曖昧にして終わらせないようにする。	仕事の企画・改善、個人開発、キャリアの検討	課題設定・推進	自分、関係者	“答えがない”“難しい”という言葉を、検討を止める理由にしない姿勢がある。	ユーザー自身の自己観察「手段に固執しないとしても、そこから逃げすぎない」		期限あり	中程度	複数部署	前例なし	目的が共有されている | 試行余地がある | 判断期限あり	4	3	3	0	3	2	2	0	0	手段への執着と、問いへの責任は別に扱う。	課題を抱え続けることで、優先順位を誤る可能性がある。	継続する課題には、いつまでに何をもって見直すかの終了条件を置く。	候補	手段は変えるが、解くべき問いは手放さない。	目的と制約がある改善・企画案件	問題解決の粘り強さ	Strategy | PM
sample-work-evidence-with-counterexample	work-evidence-with-counterexample	事実	自分の記録に、反証と次の検証を同時に置く	能力・知識	私生活	できたことだけを残さず、うまくいかない条件と次の確認も一緒に記録する。	振り返り | 学習 | 検証 | 自己分析	繰り返し		実績台帳の設計で、事実、証拠、条件、反証、次に試すことを分け、自己PRだけに寄らない記録を作った。	selfanalysisの設計・初期台帳作成	記録設計	自分	自分の強みを断定せず、どの条件で再現できるかを検証できる形にした。	selfanalysisのデータ構造、SAMPLE_DATA.md、初期台帳			高い	自分中心	前例なし	振り返りが必要 | 自己評価の歪みを避けたい | 次の行動に繋げたい	5	1	4	2	3	0	2	0	2	記録が自己肯定の材料だけになると、次に改善する場所が消える。	反省項目を増やしすぎると、記録の負担が上がり継続しない。	重要な記録だけに、反証と次の実験を足す。	候補	成果と失敗条件を一緒に残し、次の改善に使う。	振り返り・学習・改善が必要な仕事	リフレクション設計・継続的改善	Product | Learning | PM
sample-work-compare-alternatives-by-difference	work-compare-alternatives-by-difference	事実	複数案を並べ、違いと選ぶ条件を言葉にする	能力・知識	仕事	案を増やすだけでなく、何が違い、どの条件なら選ぶかを整理する。	比較 | 企画 | 意思決定 | 整理	繰り返し		コピー案、KV案、企業候補、企画の方向性などで、複数案を並べ、ターゲット、目的、懸念、実行条件の違いを言語化する。	企画設計、転職活動、制作ディレクション	比較・判断補助	自分、関係者	好みだけで決めず、目的に対する違いとして選びやすくする。	コピー案の比較、企業の相性整理、KV案の検討			高い	複数部署	例外あり	選択肢が複数 | 選定理由が必要 | 目的がある	5	2	4	1	3	2	0	2	0	複数案は数より、比較軸があることで初めて判断材料になる。	比較項目を増やしすぎると、違いが見えなくなる。	案を比べるときは、最初に3つの比較軸だけを置く。	候補	複数案の違いを、選ぶための言葉にする。	選定や合意が必要な企画	オプション評価・意思決定支援	Strategy | Producer | PM
sample-work-surface-real-constraints	work-surface-real-constraints	事実	“できるか”ではなく、運用で詰まる条件まで先に出す	能力・知識	仕事	企画や仕組みを考えるとき、例外・担当・導線・納期まで含めて成立を見ようとする。	運用設計 | 例外処理 | 企画 | 実装	繰り返し		イベント、告知、アプリ仕様、TSV更新などで、通常ケースだけでなく、例外、誤操作、当日対応、担当の抜けを先に検討する。	広報・イベント運用、個人開発の仕様設計	企画・運用設計	関係者、利用者、自分	企画が“できそう”で終わらず、実際に回る条件へ近づける。	駒場運営フィードバック、TSV安全設計、イベント運用設計			高い	複数部署	例外あり	当日運用あり | 例外が起きる | 関係者が複数	4	3	4	0	2	2	3	0	2	例外を考えることは悲観ではなく、普段の体験を守るための設計になる。	例外を先に考えすぎると、初動や新規性が弱くなる。	重要度の高い例外だけを3つに絞って検討する。	使う	企画を、現場で詰まらない運用まで考える。	複数の担当・利用者・例外がある案件	オペレーショナルデザイン	PM | Producer | Operations
sample-constraint-car-driving	constraint-car-driving	自己観察	車の運転を、日常・業務移動の前提に置けない	できないこと・制約	私生活	現時点では、車の運転を安定した移動手段として使う働き方・移動計画は選ばない。	車の運転 | 移動 | 働き方 | 制約	継続中		移動や出張、イベント準備では、公共交通・徒歩・タクシー・同乗など、運転以外の手段を前提に組み立てる。	日常の移動・出張・イベント会場へのアクセス設計	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	公共交通で到達できる | タクシー利用が可能 | 同乗者がいる | 運転が必須ではない		3		0	2	0	2	0	0	これは能力の優劣ではなく、移動手段の制約。役割・勤務地・当日運営の設計で先に確認する。	車での機材搬入・地方移動・深夜の単独移動が必須になる役割では、代替手段や担当分担がないと詰まる。	求人・案件では「運転必須」の有無を確認し、必要なら公共交通・タクシー・同乗・配送を最初から手配する。	まだ使わない	車の運転が必須でない移動設計を前提にする。	公共交通・タクシー・同乗など、代替移動手段を確保できる環境	移動制約を織り込んだ業務設計	私的記録 | 働き方の条件
sample-constraint-early-rising	constraint-early-rising	自己観察	早朝起床を、毎日安定してできる標準稼働には置けない	できないこと・制約	健康	早朝始業を常態化させる働き方は、現時点ではコンディションを安定させにくい。	早起き | 睡眠 | 働き方 | 体調管理	継続中		始業時刻が極端に早い予定や、早朝から高い集中を求められる予定は、前日準備・移動・睡眠を含めて判断する。	日常の生活リズムと、早朝予定が続くときの体感	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	始業時刻が極端に早くない | 前日に準備できる | 連続しない | 回復時間がある		4		0	2	0	2	0	0	早起きの可否を根性で扱わず、勤務時間・移動時間・重要判断の配置として設計する。	単発の早朝対応は可能でも、連日続くと睡眠や集中の質が落ち、判断ミスのリスクが上がる。	早朝予定は連続させず、重要な作業は日中の集中しやすい時間に置く。必要時は前日準備をチェックリスト化する。	まだ使わない	早朝固定を前提にしない働き方を選ぶ。	始業時刻・前日準備・回復時間を調整できる環境	コンディションを前提にした業務設計	私的記録 | 働き方の条件
sample-constraint-irregular-hours	constraint-irregular-hours	自己観察	早朝・深夜の不規則稼働を連続させると、安定した判断を保ちにくい	できないこと・制約	健康	単発の変則対応はできても、早朝・深夜・長時間移動が連続するスケジュールは、判断と回復の質を落としやすい。	不規則勤務 | 睡眠 | スケジュール | 判断	継続中		試合日・イベント日・面接準備などで時間が不規則になると、翌日の集中・対人対応・細かな確認に影響が出やすい。	不規則な予定が重なる時期の自己観察	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	連続しない | 翌日に回復時間がある | 重要判断を翌朝に置かない | 移動時間に余白がある		5		0	2	0	2	0	0	変則稼働を避けるだけでなく、重要度の高い判断をどこに置くかで事故を減らせる。	「当日だけ乗り切る」設計では、翌日の細かな確認や対人コミュニケーションまで含めた負荷を見落とす。	変則日程の前後に回復枠を置き、翌朝に重要な承認・公開・交渉を集めない。	まだ使わない	不規則稼働の連続を前提にしない。	回復日と判断時間を確保できるスケジュール	負荷を見越したスケジュール設計	私的記録 | 働き方の条件
sample-constraint-deadline-free-work	constraint-deadline-free-work	自己観察	締切のない長期タスクを、外部の仕組みなしで継続するのは難しい	できないこと・制約	仕事	期限・相手・完了条件がない仕事は、重要でも着手や継続が後ろにずれやすい。	締切 | 集中 | 外部化 | 習慣化	継続中		学習、改善、整理のような無期限タスクは、締切、共有相手、成果物、5分単位の開始条件がないと進みにくい。	学習・個人開発・自己整理の継続での自己観察	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	締切がある | 人に見せる予定がある | 小さな完了条件がある | 開始手順が短い		3		0	2	0	3	0	0	意欲の問題として責めるより、外部化と締切設計で動ける構造をつくる方が現実的。	長期目標だけを置くと、日々の行動に落ちず、別の緊急タスクに押し流される。	無期限の課題は、週次の提出物・公開日・相手・15分の開始枠に分解する。	まだ使わない	無期限の課題は、締切と成果物を外付けして進める。	短い締切、共有相手、具体的な完了条件があるとき	自己管理の構造化	私的記録 | 働き方の条件
sample-constraint-working-memory	constraint-working-memory	自己観察	複数案件の細部を、記憶だけで保持し続けることは難しい	できないこと・制約	仕事	多案件の進行、例外、期限、関係者の発言を頭の中だけで扱い続けるのは安定しない。	外部化 | メモ | 進行管理 | 情報整理	継続中		会議、タスク、企画の条件、個人の気づきは、メモ・表・進行表・JSONなどの外部記憶に出してから扱う。	複数案件の進行と、自作ツール・メモ運用での自己観察	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	メモがある | 一覧で見える | 次の行動が明記されている | 更新場所が一つに決まっている		3		0	2	0	3	0	2	記憶力の問題として抱え込まず、外部化した後に考えると、精度と安心感が上がる。	記憶に頼ると、例外対応・関係者の確認事項・後で必要な根拠が抜ける。	案件ごとに「目的・決裁者・期限・次の一手・根拠」を一箇所に置く。	まだ使わない	記憶ではなく、見える台帳で複数案件を扱う。	更新場所が一つで、次の行動と根拠が外部化されているとき	情報の外部化・業務可視化	私的記録 | 働き方の条件
sample-constraint-unclear-brief	constraint-unclear-brief	自己観察	目的・決裁者・期限が不明な依頼を、即断で進めることは難しい	できないこと・制約	仕事	依頼の背景や判断者が不明なまま、着手内容を確定させると手戻りが大きくなりやすい。	依頼整理 | 要件定義 | 合意形成 | 判断	継続中		曖昧な依頼を受けたときは、目的、対象者、完成形、決裁者、締切、例外を確認してから設計する。	広報・制作・イベント運用・個人開発の依頼整理	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	目的が明確 | 決裁者が明確 | 判断期限がある | 完成形が見える		3		0	3	3	2	0	0	これは優柔不断ではなく、誤った方向への高速な着手を避けるための前提確認。	確認を増やしすぎると、初動が遅くなり、相手に負担をかけることもある。	最初の確認は3点までに絞り、必要なら仮案を添えて返す。	まだ使わない	目的と決裁条件が不明なまま、着手内容を確定しない。	目的・対象者・決裁者・期限を短く確認できるとき	要件定義・リスク管理	私的記録 | 働き方の条件
sample-constraint-oral-only-alignment	constraint-oral-only-alignment	自己観察	複雑な依頼の認識合わせを、口頭だけで完了するのは難しい	できないこと・制約	仕事	関係者が多い案件や例外がある案件は、口頭で話しただけでは解釈差や抜けが残りやすい。	文章化 | 会議 | 認識合わせ | 進行管理	継続中		会議後に要点、決定事項、未決事項、期限、担当を文章で残し、必要なら図や表にして共有する。	社内外の調整、進行表、企画書、FAQ、メール作成	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	文章で残せる | 決定事項がある | 担当と期限が明確 | 関係者が確認できる		2		0	3	3	3	0	0	口頭の熱量を否定せず、後工程で迷わない形へ変換する役割が必要。	緊急時や短時間の打合せでは、記録を作ること自体が遅れになることもある。	重要案件は「決定・未決・担当・期限」の4点だけでも当日中に残す。	まだ使わない	複雑な合意は、口頭だけで終わらせず記録に残す。	共有先と決定事項が明確な案件	ドキュメンテーション・合意形成	私的記録 | 働き方の条件
sample-constraint-improv-answer	constraint-improv-answer	自己観察	即興で「正解らしい答え」を返そうとすると、思考が狭くなりやすい	できないこと・制約	人間関係	不意の質問や評価される場で、最適解をすぐ出そうとすると、普段より伸び伸び考えにくくなる。	面接 | 即興 | 準備 | 自己表現	継続中		面接、初対面、重要な会議では、想定問答、論点メモ、仮説の置き方を準備して、答える余白をつくる。	面接準備と自己観察	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	想定問答がある | 一呼吸置ける | 結論の型がある | 不意打ちの範囲を減らせる		4		0	3	2	1	0	0	即興力を万能視せず、準備で自分の言葉を出しやすくする。	準備しすぎると、会話が硬くなり、相手の話を受け取れなくなる。	質問ごとに正解を暗記せず、「結論・理由・例」の3点だけ用意する。	まだ使わない	即興の正解探しに頼らず、準備で自分の言葉を出す。	話の型と、考える一拍を確保できる場	コミュニケーション準備・面接設計	私的記録 | 働き方の条件
sample-constraint-ambiguous-decision-alone	constraint-ambiguous-decision-alone	自己観察	正解のない課題を、一人で抱えたまま判断し続けるのは難しい	できないこと・制約	仕事	前例がなく利害や不確実性が大きい課題は、考え続けるだけでは判断が重くなりやすい。	判断 | 相談 | 仮説思考 | 意思決定	継続中		論点、仮説、選択肢、判断期限を外に出し、必要な相手に相談して次の一手を決める。	企画・キャリア・個人開発の判断での自己観察	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	相談相手がいる | 判断期限がある | 選択肢を並べられる | 小さく試せる		4		0	3	2	2	0	0	「答えがない」ことから逃げないが、一人で答えを抱え続けない。	相談を増やしすぎると、責任の所在が曖昧になったり、判断が遅れたりする。	相談は「何を決めたいか」「自分の仮説」「期限」を添えて1〜2人に絞る。	まだ使わない	正解のない課題は、仮説と期限を置いて相談する。	相談相手と判断期限があるとき	意思決定支援・論点整理	私的記録 | 働き方の条件
sample-constraint-unresolved-discomfort	constraint-unresolved-discomfort	自己観察	曖昧な違和感を放置したまま、作業を進めるのは難しい	できないこと・制約	仕事	表現、目的、数値、運用のどこかに違和感があると、納得できるまで確認や言語化をしたくなる。	違和感 | 品質 | 校正 | 判断	継続中		文章、企画、データ、導線で「なぜ違うのか」を要素に分け、必要なら関係者に確認する。	文章校正、企画設計、データ確認、UI仕様検討	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	違和感を言語化できる | 確認相手がいる | 判断期限がある		3		0	3	0	2	0	0	違和感は雑に流さない方が品質に効く。ただし、重要度を見誤ると進行を止める。	細部の違和感に集中しすぎると、全体の期限や目的を見失うことがある。	違和感は「影響度・戻しにくさ・確認コスト」で優先順位を付ける。	まだ使わない	違和感を放置しないが、影響度で扱いを決める。	確認先と判断期限があるとき	品質管理・論点整理	私的記録 | 働き方の条件
sample-constraint-others-eyes	constraint-others-eyes	自己観察	他者の期待や評価を完全に切り離して、自己基準だけで判断するのは難しい	できないこと・制約	人間関係	相手の反応、役割期待、周囲の正解を意識しすぎると、自分の考えが狭くなることがある。	評価不安 | 自己表現 | 合意形成 | 面接	継続中		会議・面接・対人場面では、相手に合わせる前に、自分の仮説や目的をメモに書き出す。	面接準備、仕事の合意形成、対人関係での自己観察	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	事前に自分の考えを外に出す | 役割と本音を分けて考える | 一人で振り返る時間がある		4		0	3	3	1	0	0	相手の立場を読む力は価値だが、それだけに寄ると自分の提案が弱くなる。	自己基準を強く出しすぎると、相手の事情や組織の制約を見落とす。	会議前に「自分の主張・相手の事情・共通目的」を3行で整理する。	まだ使わない	相手の期待を読みつつ、自分の仮説も先に持つ。	事前に論点を言語化できる場	対人バランス・自己表現	私的記録 | 働き方の条件
sample-constraint-many-inputs	constraint-many-inputs	自己観察	同時に多くの依頼・通知が入ると、優先順位が崩れやすい	できないこと・制約	仕事	複数の連絡やタスクが同時に入ると、緊急度・重要度・自分の役割が混ざり、着手順を誤りやすい。	優先順位 | タスク管理 | 通知 | 外部化	継続中		メール、チャット、会議、制作確認、当日対応を受けたら、締切・影響・依頼者・次の一手で一覧化する。	広報・イベント・制作進行・日常の自己管理	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	一覧に出せる | 締切が明確 | 優先順位を相談できる | 通知を一時停止できる		4		0	2	0	3	0	1	処理能力の問題として抱え込まず、受信箱と優先順位の見える化が必要。	一覧を作ること自体に時間を使いすぎると、緊急対応が遅れる。	まず10分で「今日必須・今週・保留」に分け、迷う案件だけ相談する。	まだ使わない	同時多発の依頼は、一覧に出してから優先順位を付ける。	締切と影響度を確認できるとき	タスクトリアージ・業務設計	私的記録 | 働き方の条件
sample-constraint-monotone-long-focus	constraint-monotone-long-focus	自己観察	長時間の単純反復作業を、集中の波を無視して続けるのは難しい	できないこと・制約	学習	単調な作業や締切の遠い作業を、気合だけで長時間続けると、注意が散りやすくなる。	集中 | タイマー | 習慣 | 作業設計	継続中		短いカウント、タイマー、作業の見える化、他者への共有など、開始と継続の支えを使う。	集中法・カウントアプリの検討・学習習慣の自己観察	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	短い時間区切り | 作業量が見える | 開始合図がある | 中断後に戻れる		4		0	2	0	3	0	1	集中を一気に長く保つより、戻りやすい仕組みをつくる方が再現性が高い。	区切りが細かすぎると、かえって作業の流れが切れる。	作業の種類ごとに5分・15分・30分の区切りを使い分ける。	まだ使わない	長時間集中を前提にせず、戻れる仕組みを使う。	短い区切りと、再開しやすい作業環境	集中環境の設計	私的記録 | 働き方の条件
sample-constraint-english-live-negotiation	constraint-english-live-negotiation	自己観察	英語で専門的な交渉・即興会議を単独で主導する水準は、現時点では前提に置かない	できないこと・制約	学習	英語の記事を読み、要点を整理する力は伸ばしているが、専門的な交渉や会議進行を単独で担う力は別途検証が必要。	英語 | 会議 | 学習 | スキル境界	継続中		英語の一次情報収集、要約、表現の学習を継続しつつ、会話・会議での運用は段階的に広げる。	英語学習と海外記事の読解・要約	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	事前資料がある | 論点を準備できる | 必要時に日本語支援がある | 短い発話から始められる		4	2	0	3	2	1	0	0	読解と会話・交渉を混同せず、できる範囲を具体的に扱う。	「英語が苦手」と一括りにすると、すでに使えている読解・要約の強みも見えなくなる。	英語での要約、短い自己紹介、質問、5分説明を別々に記録して検証する。	まだ使わない	英語は読解・要約から使い、即興交渉は段階的に広げる。	事前資料と論点整理があり、必要時に補助を得られる場	英語での情報収集・段階的な実務運用	私的記録 | 働き方の条件
sample-constraint-design-final-delivery	constraint-design-final-delivery	自己観察	デザインの最終品質を、専門職レベルで単独完結する前提には置かない	できないこと・制約	仕事	KVや告知物の意図、要件、コピー、制作進行は担えるが、最終的な視覚表現の完成度はデザイナーとの協働を前提にする。	デザイン | 制作進行 | 協働 | 要件定義	継続中		目的、ターゲット、必要要素、入稿仕様、確認観点を整理し、制作物の質を上げるために専門職と協働する。	KV・OOH・シネアド・告知物の制作進行	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	デザイナーがいる | 要件が言語化されている | 確認期限がある | 役割分担が明確		2	3	0	3	2	3	2	0	「自分で全部できる」より、良いアウトプットを出す役割分担を明確にする方が実務的。	制作意図を曖昧に渡すと、専門職に任せても期待する方向とずれる。	依頼時に目的・対象・優先順位・必須要件・NGを1枚にまとめる。	まだ使わない	デザインは単独完結せず、要件設計と協働で品質をつくる。	役割分担と制作意図が共有されている案件	クリエイティブディレクション支援・制作進行	私的記録 | 働き方の条件
sample-constraint-force-consensus	constraint-force-consensus	自己観察	強い反対や利害対立を、自分の判断だけで押し切ることは難しい	できないこと・制約	仕事	関係者の納得や実行協力が必要な案件では、正しさだけで押し切るより、背景・選択肢・判断基準を整える方を選ぶ。	合意形成 | 調整 | 意思決定 | 利害	継続中		意見が割れる場面では、目的、譲れない条件、代替案、誰が決めるかを整理して合意形成を図る。	社内外の調整、イベント・広報案件の進行	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	決裁者が明確 | 共通目的がある | 選択肢を比較できる | 期限がある		4		0	3	3	2	0	0	強引さがないことは弱点にもなりうるが、実行段階まで協力を得るには必要な仕事の仕方でもある。	合意形成を重視しすぎると、決めるべき局面で結論が遅れる。	合意を取りに行く範囲と、決裁で決める範囲を最初に分ける。	まだ使わない	利害対立は押し切らず、判断条件と決裁を整える。	共通目的と決裁者が明確な場	ステークホルダー調整・合意形成	私的記録 | 働き方の条件
sample-constraint-low-feedback-long-work	constraint-low-feedback-long-work	自己観察	成果や反応が見えない長期作業に、モチベーションを保ち続けるのは難しい	できないこと・制約	学習	反応・締切・達成感が遠い作業は、価値を感じにくくなり、優先順位が下がりやすい。	モチベーション | 習慣 | 学習 | 可視化	継続中		長期の学習や改善は、小さな成果物、公開、記録、他者への共有を挟んで進捗を可視化する。	個人開発・学習・キャリア検討の自己観察	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	小さな成果物がある | 進捗が見える | 誰かに共有する | 区切りがある		3		0	2	0	2	0	1	外からの評価に依存するというより、手応えを測る装置がないと続きにくい。	反応を求めすぎると、短期的に目立つことへ寄り、長期の価値を見失う。	週ごとに「見える成果物」を一つ設定し、反応ではなく進捗で振り返る。	まだ使わない	反応が遠い長期作業は、進捗が見える形に変える。	小さな成果物と振り返りの区切りがあるとき	長期プロジェクトの自己管理	私的記録 | 働き方の条件
sample-constraint-push-through-sleep	constraint-push-through-sleep	自己観察	体調や睡眠の乱れを、気合だけで補う前提には置けない	できないこと・制約	健康	睡眠や身体の状態が崩れているとき、集中、細かな確認、対人の余裕を通常どおり出す前提は危険。	健康 | 睡眠 | 体調 | 品質管理	継続中		体調が不安定な日は、重要な判断や公開前確認を減らし、タスクを小さくし、必要なら周囲に共有する。	睡眠の中断や首・体の痛みに関する自己観察	本人	本人		本人の自己申告・会話ログをもとにした初期記録。必要に応じて更新する。			高い	本人中心	例外あり	回復時間がある | 作業量を調整できる | 重要判断を先送りできる | 相談できる		5		0	2	0	2	0	0	無理を押し切るより、コンディションを業務設計の変数として扱う方が、長期的には品質を守れる。	体調を理由に早く避けすぎると、必要な責任まで手放してしまう危険がある。	影響が大きい日だけ、タスクを「必須・可能なら・保留」に分ける。症状が続く場合は医療機関へ相談する。	まだ使わない	体調を気合で上書きせず、業務量と判断を調整する。	作業量・判断期限・相談先を調整できる環境	持続可能なパフォーマンス設計	私的記録 | 働き方の条件
